book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url
4848,368916,368916,938626,64,140143505,9780140143510.0,Helene Hanff,1970.0,"84, Charing Cross Road","84, Charing Cross Road",eng,4.19,26899,29517,4095,163,779,4650,11589,12336,https://images.gr-assets.com/books/1287338794m/368916.jpg,https://images.gr-assets.com/books/1287338794s/368916.jpg
4854,7307795,7307795,8761083,16,385608020,9780385608020.0,Kate Atkinson,2010.0,"Started Early, Took My Dog","Started Early, Took My Dog (Jackson Brodie, #4)",eng,3.89,21662,25434,2639,431,1181,5849,11170,6803,https://images.gr-assets.com/books/1273446011m/7307795.jpg,https://images.gr-assets.com/books/1273446011s/7307795.jpg
4863,56842,56842,405136,92,61006629,9780061006620.0,Robert   Harris,1992.0,Fatherland,Fatherland,eng,3.96,18917,23562,1404,149,905,5294,10674,6540,https://images.gr-assets.com/books/1261912137m/56842.jpg,https://images.gr-assets.com/books/1261912137s/56842.jpg
4870,31168,31168,2685457,103,141439866,9780141439860.0,"Charlotte Brontë, Lucasta Miller, collaborative, Jessica Cox",1849.0,Shirley ,Shirley,,3.71,22562,24088,651,685,1969,7159,8020,6255,https://images.gr-assets.com/books/1422609409m/31168.jpg,https://images.gr-assets.com/books/1422609409s/31168.jpg
4898,33609,33609,2372397,45,155652532X,9781556525320.0,"Anya Seton, Philippa Gregory",1954.0,Katherine,Katherine,eng,4.18,22577,24137,1669,351,858,3856,8150,10922,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4899,828387,828387,4240781,71,141020520,9780141020520.0,Marina Lewycka,2005.0,A Short History of Tractors in Ukrainian,A Short History of Tractors in Ukrainian,en-US,3.37,18204,21286,2235,841,2715,7877,7336,2517,https://images.gr-assets.com/books/1327935785m/828387.jpg,https://images.gr-assets.com/books/1327935785s/828387.jpg
4922,9970042,10814687,14864236,31,345524616,9780345524610.0,Ben Aaronovitch,2012.0,Whispers Under Ground,"Whispers Under Ground (Peter Grant, #3)",eng,4.16,15946,25233,1755,61,358,3873,12121,8820,https://images.gr-assets.com/books/1341006340m/9970042.jpg,https://images.gr-assets.com/books/1341006340s/9970042.jpg
4925,2855034,2855034,34491,54,61433012,9780061433020.0,Terry Pratchett,2008.0,Nation,Nation,en-US,4.05,22466,26588,2441,365,1225,5215,9721,10062,https://images.gr-assets.com/books/1426659151m/2855034.jpg,https://images.gr-assets.com/books/1426659151s/2855034.jpg
4956,2063563,2063563,2068781,22,340936150,9780340936150.0,Russell Brand,2007.0,My Booky Wook,My Booky Wook,en-GB,3.42,16553,20083,1564,1055,2526,6732,6505,3265,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4958,10909804,10909804,10270290,33,1592406521,9781592406520.0,Simon Garfield,2010.0,Just My Type: A Book About Fonts,Just My Type: A Book About Fonts,en-US,3.79,22046,23329,1176,1126,1938,5496,6966,7803,https://images.gr-assets.com/books/1327886002m/10909804.jpg,https://images.gr-assets.com/books/1327886002s/10909804.jpg
4964,2113260,2113260,2118671,35,670019631,9780670019630.0,Jasper Fforde,2009.0,Shades of Grey,Shades of Grey,eng,4.14,22788,26840,3612,425,1098,4097,9941,11279,https://images.gr-assets.com/books/1327563734m/2113260.jpg,https://images.gr-assets.com/books/1327563734s/2113260.jpg
4970,8517008,8517008,8586372,48,385342322,9780385342320.0,Alan Bradley,2011.0,A Red Herring Without Mustard,"A Red Herring Without Mustard (Flavia de Luce, #3)",eng,4.07,26160,29493,3412,133,556,5507,14136,9161,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4976,7329,7329,2961645,122,026110215X,9780261102160.0,"J.R.R. Tolkien, Christopher Tolkien",1980.0,Unfinished Tales of Númenor and Middle-Earth,Unfinished Tales of Númenor and Middle-Earth,,3.93,18402,23250,485,211,1245,5737,8781,7276,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4978,349090,349090,1260676,19,451452011,9780451452020.0,Grant Naylor,1989.0,Infinity Welcomes Careful Drivers,Infinity Welcomes Careful Drivers (Red Dwarf #1),eng,4.03,19773,20281,340,211,819,4365,7675,7211,https://images.gr-assets.com/books/1403947775m/349090.jpg,https://images.gr-assets.com/books/1403947775s/349090.jpg
4981,87665,87665,1807543,430,160096527X,9781600965270.0,G.K. Chesterton,1908.0,Orthodoxy,Orthodoxy,eng,4.23,18303,21429,1176,481,787,2858,6402,10901,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4983,3692,3692,3266950,100,99478420,9780099478420.0,Graham Greene,1948.0,The Heart of the Matter,The Heart of the Matter,eng,3.98,19149,21135,995,275,953,4426,8660,6821,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5024,15054,15054,809754,37,679744479,9780679744470.0,Jeanette Winterson,1992.0,Written on the Body,Written on the Body,en-US,4.08,18203,19735,1377,344,997,3563,6619,8212,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5029,112675,112675,108493,45,64473627,9780064473620.0,Louise Rennison,2001.0,Knocked out by my nunga-nungas,"Knocked Out by My Nunga-Nungas (Confessions of Georgia Nicolson, #3)",en-US,3.97,24077,26587,590,400,1362,6431,8864,9530,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5041,140278,140278,6490729,233,1579126936,9781579126930.0,Agatha Christie,1957.0,4.50 From Paddington,"4:50 from Paddington (Miss Marple, #8)",eng,3.92,23416,28972,1254,128,923,7844,12209,7868,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5047,68497,68497,731674,46,345460014,9780345460010.0,China Miéville,2002.0,The Scar,"The Scar (Bas-Lag, #2)",eng,4.15,20745,23257,1393,245,774,3644,9104,9490,https://images.gr-assets.com/books/1320435192m/68497.jpg,https://images.gr-assets.com/books/1320435192s/68497.jpg
5061,78970,78970,520878,53,312933541,9780312933550.0,Jeffrey Archer,1985.0,A Matter of Honor,A Matter of Honor,,3.9,16502,18434,348,197,784,4850,7478,5125,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5069,895886,895886,1065795,93,805072063,9780805072070.0,"Eric Knight, Marguerite Kirmse",1940.0,Lassie Come-Home,Lassie Come-Home,,4.16,19100,19661,198,310,814,3632,5564,9341,https://images.gr-assets.com/books/1316130656m/895886.jpg,https://images.gr-assets.com/books/1316130656s/895886.jpg
5071,1013383,1013383,999507,41,333710932,9780333710940.0,"Julia Donaldson, Axel Scheffler",1999.0,The Gruffalo,The Gruffalo,eng,4.47,19609,21214,1083,173,431,2028,5211,13371,https://images.gr-assets.com/books/1329674496m/1013383.jpg,https://images.gr-assets.com/books/1329674496s/1013383.jpg
5072,359,359,809325,55,345455290,9780345455290.0,Douglas Adams,2002.0,The Salmon of Doubt: Hitchhiking the Galaxy One Last Time,"The Salmon of Doubt (Dirk Gently, #3)",eng,3.92,20177,22414,775,183,1163,5791,8425,6852,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5073,250024,250024,925052,96,1857987632,9781857987640.0,Arthur C. Clarke,1956.0,The City and the Stars,The City and the Stars,eng,4.08,19032,20949,683,118,704,4298,8026,7803,https://images.gr-assets.com/books/1340242824m/250024.jpg,https://images.gr-assets.com/books/1340242824s/250024.jpg
5075,352262,352262,1484561,89,316737372,9780316737370.0,Cressida Cowell,2003.0,How to train your dragon,"How to Train Your Dragon (How to Train Your Dragon, #1)",en-US,3.85,23042,26323,3053,548,1840,6689,9091,8155,https://images.gr-assets.com/books/1431930187m/352262.jpg,https://images.gr-assets.com/books/1431930187s/352262.jpg
5086,1933181,1933181,1935630,34,345495357,9780345495360.0,Alison Weir,2008.0,The Lady Elizabeth,The Lady Elizabeth,eng,3.97,20345,21512,1142,263,909,4899,8634,6807,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5088,184419,184419,195447,548,375757910,9780375757910.0,"G.K. Chesterton, Jonathan Lethem",1908.0,The Man Who Was Thursday - A Nightmare,The Man Who Was Thursday: A Nightmare,eng,3.85,17481,23056,2269,394,1655,5586,8738,6683,https://images.gr-assets.com/books/1403181403m/184419.jpg,https://images.gr-assets.com/books/1403181403s/184419.jpg
5093,1297150,1297150,3186921,61,60888644,9780060888640.0,Bernard Cornwell,2007.0,Sword Song,"Sword Song (The Saxon Stories, #4)",en-US,4.28,17106,20580,698,31,206,2659,8813,8871,https://images.gr-assets.com/books/1407111536m/1297150.jpg,https://images.gr-assets.com/books/1407111536s/1297150.jpg
5097,41951,41951,3154658,59,451203771,9780451203780.0,Maeve Binchy,2000.0,The Scarlet Feather,Scarlet Feather,eng,3.93,20948,22198,796,141,817,5761,9175,6304,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5099,34503,34503,1371210,26,60507772,9780060507770.0,"Terry Pratchett, Paul Kidby",2001.0,The Last Hero,"The Last Hero (Discworld, #27; Rincewind #7)",eng,4.15,22537,25208,568,53,600,4884,9544,10127,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5115,49596,49596,2146310,647,1600963943,9781600963940.0,Agatha Christie,1922.0,The Secret Adversary,The Secret Adversary (Tommy and Tuppence #1),eng,3.82,20457,26815,1924,348,1580,7610,10205,7072,https://images.gr-assets.com/books/1331721280m/49596.jpg,https://images.gr-assets.com/books/1331721280s/49596.jpg
5119,1207904,1207904,3219177,40,038551851X,9780385518510.0,Eric Clapton,2007.0,Clapton: The Autobiography,Clapton: The Autobiography,en-US,3.81,16369,18337,1272,321,1293,4948,6766,5009,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5123,764434,764434,869390,75,743219600,9780743219600.0,P.D. James,1971.0,Shroud for a Nightingale,Shroud for a Nightingale (Adam Dalgliesh #4),eng,4.04,18044,18973,363,254,634,3937,7352,6796,https://images.gr-assets.com/books/1321172495m/764434.jpg,https://images.gr-assets.com/books/1321172495s/764434.jpg
5134,52640,52640,942564,54,7117140,9780007117150.0,Clive Barker,1987.0,Weaveworld,Weaveworld,eng,4.13,19251,22529,851,328,963,3829,7757,9652,https://images.gr-assets.com/books/1329374451m/52640.jpg,https://images.gr-assets.com/books/1329374451s/52640.jpg
5154,6952423,6952423,7187129,39,446569895,9780446569900.0,"Ozzy Osbourne, Chris Ayres",2009.0,I Am Ozzy,I Am Ozzy,en-US,4.05,16922,17959,1028,509,847,3207,5998,7398,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5182,92160,92160,3139753,48,345455681,9780345455680.0,Edward Rutherfurd,1997.0,London: The Novel,London,en-US,4.06,18902,21131,1228,300,860,4005,8126,7840,https://images.gr-assets.com/books/1320450619m/92160.jpg,https://images.gr-assets.com/books/1320450619s/92160.jpg
5214,68531,68531,425641,67,60935766,9780060935760.0,Bernard Cornwell,2000.0,Harlequin,"The Archer's Tale (The Grail Quest, #1)",eng,4.12,16032,19367,729,128,537,3427,7987,7288,https://images.gr-assets.com/books/1407709312m/68531.jpg,https://images.gr-assets.com/books/1407709312s/68531.jpg
5216,62212,62212,2050708,61,812974042,9780812974040.0,Sarah Dunant,2006.0,In the Company of the Courtesan,In the Company of the Courtesan,eng,3.76,19614,20908,1211,353,1352,6162,8108,4933,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5222,18404285,18404285,25746450,49,1250034485,9781250034490.0,Jeffrey Archer,2014.0,Be Careful What You Wish For,"Be Careful What You Wish For (The Clifton Chronicles, #4)",eng,4.04,13714,20765,1607,186,708,4124,8826,6921,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5229,100933,100933,964487,80,7157177,9780007157170.0,C.S. Lewis,1945.0,That Hideous Strength,"That Hideous Strength (Space Trilogy, #3)",en-GB,3.87,19866,23613,1285,538,1801,5701,7781,7792,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5263,97898,97898,5913140,49,1400031818,9781400031820.0,Alexander McCall Smith,2003.0,The Full Cupboard of Life,"The Full Cupboard of Life (No. 1 Ladies' Detective Agency, #5)",eng,4.02,23089,24766,1085,67,503,5591,11293,7312,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5267,1166131,1166131,1153817,38,068987779X,9780689877800.0,Robert Muchamore,2004.0,"The Recruit (Cherub, #1)","The Recruit (Cherub, #1)",eng,4.22,19679,22294,1626,278,748,3258,7476,10534,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5269,38412,38412,38182,80,385493622,9780385493630.0,Simon Singh,1997.0,Fermat's Enigma: The Epic Quest to Solve the World's Greatest Mathematical Problem,Fermat's Enigma: The Epic Quest to Solve the World's Greatest Mathematical Problem,eng,4.22,15738,18750,780,98,368,2764,7593,7927,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5273,49011,49011,47950,46,014017821X,9780140178210.0,Angela Carter,1979.0,The Bloody Chamber & Other Stories,The Bloody Chamber and Other Stories,eng,4.02,20438,25183,2060,408,1333,4853,9362,9227,https://images.gr-assets.com/books/1388633104m/49011.jpg,https://images.gr-assets.com/books/1388633104s/49011.jpg
5298,6359434,6359434,4857805,74,1401323588,9781401323580.0,Eoin Colfer,2009.0,"And Another Thing... (Hitchhiker's Guide to the Galaxy, #6)",And Another Thing...,eng,3.53,19685,21474,1331,1082,2601,6482,6369,4940,https://images.gr-assets.com/books/1327908458m/6359434.jpg,https://images.gr-assets.com/books/1327908458s/6359434.jpg
5301,444381,444381,3193161,326,140367462,9780140367460.0,"George MacDonald, Arthur Hughes",1872.0,The Princess and the Goblin,"The Princess and the Goblin  (Princess Irene and Curdie, #1)",eng,4.0,21200,23691,1291,331,1085,5346,8431,8498,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5305,1402668,1402668,2092905,42,312361270,9780312361270.0,Madeleine Wickham,1998.0,The Gatecrasher,The Gatecrasher,en-GB,3.24,18306,19859,912,1080,3424,7810,4819,2726,https://images.gr-assets.com/books/1312001285m/1402668.jpg,https://images.gr-assets.com/books/1312001285s/1402668.jpg
5307,11275323,11275323,16202400,43,857522272,9780857522280.0,Terry Pratchett,2013.0,Raising Steam,"Raising Steam (Discworld, #40, Moist von Lipwig #3 )",eng,3.93,17613,22956,2186,257,1298,5450,8759,7192,https://images.gr-assets.com/books/1375882313m/11275323.jpg,https://images.gr-assets.com/books/1375882313s/11275323.jpg
5311,194755,194755,2410127,76,224064924,9780224064930.0,"Roald Dahl, Quentin Blake",1990.0,Esio Trot,Esio Trot,eng,3.74,22062,25196,1252,470,1874,7938,8424,6490,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5321,256598,256598,242692,57,60766212,9780060766210.0,"Joseph Delaney, Patrick  Arrasmith",2005.0,The Spook's Curse,"Curse of the Bane (The Last Apprentice / Wardstone Chronicles, #2)",,4.1,18513,21917,942,146,670,4351,8401,8349,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5341,77773,77773,696,35,553575384,9780553575380.0,Connie Willis,1998.0,To Say Nothing of the Dog,"To Say Nothing of the Dog (Oxford Time Travel, #2)",eng,4.13,23197,25648,2970,391,990,4059,9588,10620,https://images.gr-assets.com/books/1469410460m/77773.jpg,https://images.gr-assets.com/books/1469410460s/77773.jpg
5347,26999,26999,948606,47,014303541X,9780143035410.0,Jasper Fforde,2004.0,Something Rotten,"Something Rotten (Thursday Next, #4)",eng,4.15,24526,27581,1257,89,495,4848,12042,10107,https://images.gr-assets.com/books/1479773726m/26999.jpg,https://images.gr-assets.com/books/1479773726s/26999.jpg
5358,395182,395182,876732,76,140186301,9780140186310.0,"Kingsley Amis, David Lodge",1954.0,Lucky Jim,Lucky Jim,eng,3.79,17448,20137,1430,529,1518,5177,7389,5524,https://images.gr-assets.com/books/1373459729m/395182.jpg,https://images.gr-assets.com/books/1373459729s/395182.jpg
5368,25776122,25776122,45625060,4,812993101,9780812993100.0,Helen Simonson,2016.0,The Summer Before the War,The Summer Before the War,eng,3.79,17350,22240,3613,408,1439,5778,9356,5259,https://images.gr-assets.com/books/1443294379m/25776122.jpg,https://images.gr-assets.com/books/1443294379s/25776122.jpg
5378,31072,31072,1321805,118,60955228,9780060955230.0,Malcolm Lowry,1947.0,Under the Volcano,Under the Volcano,eng,3.8,15832,18000,1010,799,1715,3931,5419,6136,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5379,20894857,20808520,40153468,2,,,Rachel Abbott,2014.0,Sleep tight,Sleep Tight,eng,3.98,10894,18454,1056,296,822,3837,7433,6066,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5392,5872,5872,9250,49,140236236,9780140236230.0,Pat Barker,1991.0,Regeneration,"Regeneration (Regeneration, #1)",en-GB,4.03,17126,19993,1168,268,906,3897,7880,7042,https://images.gr-assets.com/books/1365925619m/5872.jpg,https://images.gr-assets.com/books/1365925619s/5872.jpg
5396,6390031,6390031,6578427,14,1597801607,9781597801610.0,"John Joseph Adams, Robert J. Sawyer, Stephen King, Michael Moorcock, Sharyn McCrumb, Stephen Baxter, Anne Perry, Barbara Hambly, Tanith Lee, Neil Gaiman, Rob Rogers, Naomi Novik, Anthony Burgess, Dominic Green, Laurie R. King, Barbara Roden, Peter Tremayne, Tim Lebbon, Bradley H. Sinor, Edward D. Hoch, Vonda N. McIntyre, Darrell Schweitzer, Mary Robinette Kowal, H.Paul Jeffers, Geoffrey A. Landis, Amy Myers, Tony Pi, Chris Roberson, Mark Valentine",2007.0,The Improbable Adventures of Sherlock Holmes,The Improbable Adventures of Sherlock Holmes,eng,4.37,16405,16701,272,225,373,1920,4638,9545,https://images.gr-assets.com/books/1391343317m/6390031.jpg,https://images.gr-assets.com/books/1391343317s/6390031.jpg
5416,18079683,18079683,25386975,24,1594631395,9781594631400.0,Helen Oyeyemi,2013.0,"Boy, Snow, Bird","Boy, Snow, Bird",eng,3.34,17667,19779,3286,1017,3043,6716,6277,2726,https://images.gr-assets.com/books/1391384454m/18079683.jpg,https://images.gr-assets.com/books/1391384454s/18079683.jpg
5419,7140754,7140754,7404751,70,385533411,9780385533420.0,Ian McEwan,2010.0,Solar,Solar,eng,3.23,17333,20041,2459,1065,3261,7712,5997,2006,https://images.gr-assets.com/books/1320510358m/7140754.jpg,https://images.gr-assets.com/books/1320510358s/7140754.jpg
5421,44001,44001,573909,52,312424671,9780312424670.0,Andrea Levy,2004.0,Small Island,Small Island,en-US,3.89,17205,19654,1248,320,1003,4534,8385,5412,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5425,30672,30672,881601,121,553265954,9780553265960.0,"Arthur Koestler, Daphne Hardy",1940.0,Sonnenfinsternis,Darkness at Noon,eng,4.06,16818,19452,1002,253,793,3649,7516,7241,https://images.gr-assets.com/books/1290053535m/30672.jpg,https://images.gr-assets.com/books/1290053535s/30672.jpg
5427,763047,763047,2888227,31,767915593,9780767915600.0,Jane Green,1997.0,Straight Talking,Straight Talking,,3.63,17917,18443,346,511,1558,6206,6118,4050,https://images.gr-assets.com/books/1320399611m/763047.jpg,https://images.gr-assets.com/books/1320399611s/763047.jpg
5433,6489529,6489529,6680918,55,000721975X,9780007219760.0,Bernard Cornwell,2009.0,The Burning Land,"The Burning Land (The Saxon Stories, #5)",eng,4.29,15373,18871,675,48,191,2318,7965,8349,https://images.gr-assets.com/books/1328489431m/6489529.jpg,https://images.gr-assets.com/books/1328489431s/6489529.jpg
5437,12194,12194,2578988,604,1551111721,9781551111730.0,Joseph Conrad,1900.0,Lord Jim,Lord Jim,eng,3.61,19113,22703,1002,1063,2299,6399,7601,5341,https://images.gr-assets.com/books/1372366969m/12194.jpg,https://images.gr-assets.com/books/1372366969s/12194.jpg
5463,24963,24963,1258632,55,689840349,9780689840340.0,Susan Cooper,1974.0,Greenwitch,"Greenwitch (The Dark Is Rising, #3)",eng,4.0,21364,23531,632,201,933,5676,8641,8080,https://images.gr-assets.com/books/1347322295m/24963.jpg,https://images.gr-assets.com/books/1347322295s/24963.jpg
5468,501124,501124,1176198,64,316012823,9780316012830.0,Kate Atkinson,2006.0,One Good Turn,"One Good Turn (Jackson Brodie, #2)",en-US,3.79,19384,22415,2198,236,1241,6192,10025,4721,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5470,35816,35816,1426854,76,586203192,9780586203190.0,Arthur C. Clarke,1987.0,2061: Odyssey Three,"2061: Odyssey Three (Space Odyssey, #3)",eng,3.52,17843,20272,482,308,2112,7924,6639,3289,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5474,411527,411527,2961832,78,399250484,9780399250480.0,Nick Hornby,2007.0,Slam,Slam,en-US,3.27,17393,20196,1993,728,3105,8452,5906,2005,https://images.gr-assets.com/books/1327963062m/411527.jpg,https://images.gr-assets.com/books/1327963062s/411527.jpg
5478,139087,139087,918312,51,739464469,9780739464460.0,Alan Hollinghurst,2004.0,The Line of Beauty,The Line of Beauty,eng,3.7,15844,17760,1055,790,1749,4280,6190,4751,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5479,9792287,9792287,14682378,25,749009519,9780749009520.0,Susanna Kearsley,2011.0,The Rose Garden,The Rose Garden,eng,4.01,18553,22807,2549,203,831,4765,9659,7349,https://images.gr-assets.com/books/1327951839m/9792287.jpg,https://images.gr-assets.com/books/1327951839s/9792287.jpg
5505,121648,121648,2207701,193,425093255,9780425093250.0,Agatha Christie,1942.0,Five Little Pigs,"Five Little Pigs (Hercule Poirot, #24)",eng,3.95,19618,24748,1225,113,807,6389,10238,7201,https://images.gr-assets.com/books/1429422068m/121648.jpg,https://images.gr-assets.com/books/1429422068s/121648.jpg
5506,9265453,9265453,14146240,49,345524497,9780345524490.0,China Miéville,2011.0,Embassytown,Embassytown,eng,3.86,17388,20516,2519,515,1311,4527,8335,5828,https://images.gr-assets.com/books/1320470326m/9265453.jpg,https://images.gr-assets.com/books/1320470326s/9265453.jpg
5508,3581,3581,6658462,13,553212419,9780553212420.0,Arthur Conan Doyle,1927.0,"Sherlock Holmes: The Complete Novels and Stories, Volume I","Sherlock Holmes: The Complete Novels and Stories, Volume I",eng,4.45,17950,18082,505,92,194,1676,5641,10479,https://images.gr-assets.com/books/1320490450m/3581.jpg,https://images.gr-assets.com/books/1320490450s/3581.jpg
5509,246225,246225,1121561,15,60809086,9780060809090.0,Dorothy L. Sayers,1930.0,Strong Poison,"Strong Poison (Lord Peter Wimsey, #6)",eng,4.14,18578,20858,918,224,589,3601,8103,8341,https://images.gr-assets.com/books/1486963427m/246225.jpg,https://images.gr-assets.com/books/1486963427s/246225.jpg
5536,7993,7993,1177243,34,142302392,9780142302390.0,"Brian Jacques, Gary Chalk",1991.0,Mariel of Redwall,"Mariel of Redwall (Redwall, #4)",,3.96,21214,22564,309,108,851,6051,8437,7117,https://images.gr-assets.com/books/1299761476m/7993.jpg,https://images.gr-assets.com/books/1299761476s/7993.jpg
5540,104837,104837,717119,635,743482859,9780743482850.0,"William Shakespeare, Cynthia Marshall, Barbara A. Mowat, Paul Werstine",1606.0,The Tragedie of Antony and Cleopatra,Antony and Cleopatra,eng,3.67,20594,24111,848,369,2123,7948,8298,5373,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5556,3656,3656,987554,81,1400097029,9781400097030.0,John Banville,2005.0,The Sea,The Sea,eng,3.49,16558,18999,1882,937,2471,5705,6140,3746,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
